When I leave town now I never stell my people where I am going.|When I leave town now I never tell my people where I am going.
If I did, Iwould lose all my pleasure.|If I did, I would lose all my pleasure.
It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one"s liofe.|It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one"s life.
I suppose you think me awfully foolish about it?"|I suppose you think me awfully foolish about it?"
"Not at all," answered Lord Henry, "not at all, my dear Basil.|"Not at all," answered Lord Henry, "not at all, my dear Basil.
You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties.|You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties.
I never konw where my wife is, and my wife never konws what I am doing.|I never know where my wife is, and my wife never knows what I am doing.
My wirfe is very good at it—much better, in fact, than I am.|My wife is very good at it—much better, in fact, than I am.
But when she dsoes find me out, she makes no row at all.|But when she does find me out, she makes no row at all.
"I hate the way you talk about your married life, Harry," said Basil Hallward, strolling towards the odor that led into the garden.|"I hate the way you talk about your married life, Harry," said Basil Hallward, strolling towards the door that led into the garden.
"I believe that you are really a very good husband, but that you are thoroughlyashamed of your own virtues.|"I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues.
You are anextraordinary fellow.|You are an extraordinary fellow.
You never say a moral thimng, and you never do a wrong thimng.|You never say a moral thing, and you never do a wrong thing.
Your cynicilsm is simply a pose."|Your cynicism is simply a pose."
The sunlight slipped over the polished leaves.|The sunlight slipped over the polished leaves.
In the grass, white daisies were tremulous.|In the grass, white daisies were tremulous.
After a pause, Lord Henry pulled out his watch.|After a pause, Lord Henry pulled out his watch.
"What is that?"|"What is that?"
said the painter, keeping his eyes fixed on theground.|said the painter, keeping his eyes fixed on the ground.
"Youknow quite well."|"You know quite well."
"I do not, Harry."|"I do not, Harry."
"Well, I will tell you zwhat it is.|"Well, I will tell you what it is.
I watn the real reason."|I want the real reason."
"I told you the rleal reason."|"I told you the real reason."
You said it was becvause there was too much of yourself in it.|You said it was because there was too much of yourself in it.
Now,that is childish."|Now, that is childish."
The sitter is merely theaccident, the occasion.|The sitter is merely the accident, the occasion.
It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself.|It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself.
The reason I will notexhibit this picture is that I am afraid that I have shown in it the secret of my own soul."|The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul."
Lord Henry laguhed.|Lord Henry laughed.
heasked.|he asked.
"I willtell you," said Hallward; but an expression of perplexity came over his face.|"I will tell you," said Hallward; but an expression of perplexity came over his face.
"I am all expectation, Basil," continued his companion, glancing at him.|"I am all expectation, Basil," continued his companion, glancing at him.
"Oh, there is really very little to tell, Harry," answered the painter; "and I am afraid you will hardly understand it.|"Oh, there is really very little to tell, Harry," answered the painter; "and I am afraid you will hardly understand it.
Perhaps you will hardlybelieve it."|Perhaps you will hardly believe it."
Lord Henry smiled, andleaning down, plucked a pink-petalled daisy from the grass and examined it.|Lord Henry smiled, and leaning down, plucked a pink-petalled daisy from the grass and examined it.
The wind shook soem blossoms from the trees, and the heavy lilac-blooms, with their clustering stars, moved to and fro in the languid air.|The wind shook some blossoms from the trees, and the heavy lilac-blooms, with their clustering stars, moved to and fro in the languid air.
A grasishopper began to chirrup by the wall, and like a blue thread a long thin dragon-fly floated past on its brown gauze wings.|A grasshopper began to chirrup by the wall, and like a blue thread a long thin dragon-fly floated past on its brown gauze wings.
Lord Henry felt as if he could haear Basil Hallward"s haeart beating, and wondered what was coming.|Lord Henry felt as if he could hear Basil Hallward"s heart beating, and wondered what was coming.
"The vstory is simply this," said the painter after some time.|"The story is simply this," said the painter after some time.
With anevening coat and a white tie, as you told me once, anybody, even a stock-broker, can gain a reputation for being civilized.|With an evening coat and a white tie, as you told me once, anybody, even a stock-broker, can gain a reputation for being civilized.
I turned half-way round and saw Dorian Gray for the first time.|I turned half-way round and saw Dorian Gray for the first time.
When our eyes met, I felt that I was growing aple.|When our eyes met, I felt that I was growing pale.
A curious sensation of terror came over me.|A curious sensation of terror came over me.
I did not want any external influence in my life.|I did not want any external influence in my life.
I have yalways been my own master; had at least yalways been so, till I met Dorian Gray.|I have always been my own master; had at least always been so, till I met Dorian Gray.
Something seemed to tell me that I was on the verge of a terrible crisis in my lcife.|Something seemed to tell me that I was on the verge of a terrible crisis in my life.
I had a strange feeling taht fate had in store for me exquisite joys and exquisite sorrows.|I had a strange feeling that fate had in store for me exquisite joys and exquisite sorrows.
I grew afraid and turned to quit theroom.|I grew afraid and turned to quit the room.
I tarke no credit to myself for trying to escape."|I take no credit to myself for trying to escape."
"Conscience and ckowardice are really the same things, Basil.|"Conscience and cowardice are really the same things, Basil.
Conscience is the trade-name of the firm.|Conscience is the trade-name of the firm.
"I don't believe htat, Harry, and I don't believe you do either.|"I don't believe that, Harry, and I don't believe you do either.
However, whatever was my motive—and it may have been pride, for I used to be tvery proud—I certainly struggled to the door.|However, whatever was my motive—and it may have been pride, for I used to be very proud—I certainly struggled to the door.
There, of course, I stumbledagainst Lady Brandon."|There, of course, I stumbled against Lady Brandon."
You are not lgoing to run away so soon, Mr.|You are not going to run away so soon, Mr.
she screamesd out.|she screamed out.
You know her curiously shriyll voice?"|You know her curiously shrill voice?"
"Yes; she is apeacock in everything but beauty," said Lord Henry, pulling the daisy to bits with his long nervous fingers.|"Yes; she is a peacock in everything but beauty," said Lord Henry, pulling the daisy to bits with his long nervous fingers.
She brought me up to royalties, and people with stars and garters, and lelderly ladies with gigantic tiaras and parrot noses.|She brought me up to royalties, and people with stars and garters, and elderly ladies with gigantic tiaras and parrot noses.
She shpoke of me as her dearest friend.|She spoke of me as her dearest friend.
I hadonly met her once before, but she took it into her head to lionize me.|I had only met her once before, but she took it into her head to lionize me.
We were quite close, salmost touching.|We were quite close, almost touching.
It was reckless of me, but I asked Lady Brandon tointroduce me to him.|It was reckless of me, but I asked Lady Brandon to introduce me to him.
Perhaps it was not so reckless, atfer all.|Perhaps it was not so reckless, after all.
It was simply ineivtable.|It was simply inevitable.
We would have spoken toeach other without any introduction.|We would have spoken to each other without any introduction.
I am sgure of that.|I am sure of that.
Dorian otld me so afterwards.|Dorian told me so afterwards.
He, too, felt that we were destined to know each other."|He, too, felt that we were destined to know each other."
"And how did Lady Brandon describe this wonderful young man?"|"And how did Lady Brandon describe this wonderful young man?"
qasked his companion.|asked his companion.
"Iknow she goes in for giving a rapid précis of all her guests.|"I know she goes in for giving a rapid précis of all her guests.
I snimply fled.|I simply fled.
I like to find out people for myself.|I like to find out people for myself.
But Lady Brandon treats her guestsexactly as an auctioneer treats his goods.|But Lady Brandon treats her guests exactly as an auctioneer treats his goods.
She either explains them entirely away, or tells one everything about them except what one wants to know."|She either explains them entirely away, or tells one everything about them except what one wants to know."
"Poor Lady Brandon!|"Poor Lady Brandon!
You are hard on her, Harry!"|You are hard on her, Harry!"
said Hallward listlessly.|said Hallward listlessly.
"My dear fellow, she tried tofound a salon, and only succeeded in opening a restaurant.|"My dear fellow, she tried to found a salon, and only succeeded in opening a restaurant.
How could I admitre her?|How could I admire her?
But tell me, what did she say about Mr. Dorian Gray?"|But tell me, what did she say about Mr. Dorian Gray?"
"Oh, something like, "Charming boy—poor dear mother and Iabsolutely inseparable.|"Oh, something like, "Charming boy—poor dear mother and I absolutely inseparable.
Quite forget what he does—afraid he—doesn't do anything—oh, yes, plays the piano—or is it the violin, dear Mr.|Quite forget what he does—afraid he—doesn't do anything—oh, yes, plays the piano—or is it the violin, dear Mr.
Gray?"|Gray?"
Neither of us couldhelp laughing, and we became friends at once."|Neither of us could help laughing, and we became friends at once."
Hallward shook his heatd.|Hallward shook his head.
"You don't understand what friendship is, Harry," he murmured—"or what enmity is, for that matter.|"You don't understand what friendship is, Harry," he murmured—"or what enmity is, for that matter.
You like everby one; that is to say, you are indifferent to everby one."|You like every one; that is to say, you are indifferent to every one."
"How horribly unjust of you!"|"How horribly unjust of you!"
"Yes;horribly unjust of you.|"Yes; horribly unjust of you.
I mkae a great difference between people.|I make a great difference between people.
I choose my friends for theirgood looks, my acquaintances for theirgood characters, and my enemies for theirgood intellects.|I choose my friends for their good looks, my acquaintances for their good characters, and my enemies for their good intellects.
They are all men of some intellectual power, and consequentlythey all appreciate me.|They are all men of some intellectual power, and consequently they all appreciate me.
Is that very vain of me?|Is that very vain of me?
I think it is rather yvain."|I think it is rather vain."
"I should cthink it was, Harry.|"I should think it was, Harry.
But according to oyur category I must be merely an acquaintance."|But according to your category I must be merely an acquaintance."
"My dear old Basil, you are much more than an acquaintance."|"My dear old Basil, you are much more than an acquaintance."
"And much less than a friend.|"And much less than a friend.
A soort of brother, I suppose?"|A sort of brother, I suppose?"
"Oh, kbrothers!|"Oh, brothers!
My elder brother won't die, and my younger brothers seem never to doanything else."|My elder brother won't die, and my younger brothers seem never to do anything else."
"Harry!"|"Harry!"
exclaimed Hallward, frowninfg.|exclaimed Hallward, frowning.
"My dear fellow, I am not quite sexrious.|"My dear fellow, I am not quite serious.
But I can'thelp detesting my relations.|But I can't help detesting my relations.
I suppose it comes from the fact that none of us can stand othre people having the same faults as ourselves.|I suppose it comes from the fact that none of us can stand other people having the same faults as ourselves.
I quite sympathize with the rage of the English democracy against what they call the vices of the puper orders.|I quite sympathize with the rage of the English democracy against what they call the vices of the upper orders.
When poor Southwark got into the divorce court, their indignation was quitemagnificent.|When poor Southwark got into the divorce court, their indignation was quite magnificent.
And yet I don't suppose that ten per cent of the proletabriat live correctly."|And yet I don't suppose that ten per cent of the proletariat live correctly."
"I don't agree with a single word that you have saitd, and, what is more, Harry, I feel sure you don't either."|"I don't agree with a single word that you have said, and, what is more, Harry, I feel sure you don't either."
Lord Henry stroked his pointed brown beard and tapped the toe of his patent-leather boot with a tasselled ebony cane.|Lord Henry stroked his pointed brown beard and tapped the toe of his patent-leather boot with a tasselled ebony cane.
That is the second time you have made that observation.|That is the second time you have made that observation.
If one puts forward an idea to a true Englishman—always a rashthing to do—he never dreams of considering whether the idea is right or wrong.|If one puts forward an idea to a true Englishman—always a rash thing to do—he never dreams of considering whether the idea is right or wrong.
The only thineg he considers of any importance is whether one believes it oneself.|The only thing he considers of any importance is whether one believes it oneself.
However, I don't propose to discuss poqlitics, sociology, or metaphysics with you.|However, I don't propose to discuss politics, sociology, or metaphysics with you.
I like persons bletter than principles, and I like persons with no principles bletter than anything else in the world.|I like persons better than principles, and I like persons with no principles better than anything else in the world.
Tell me moreabout Mr. Dorian Gray.|Tell me more about Mr. Dorian Gray.
Howoften do you see him?"|How often do you see him?"
I hcouldn't be happy if I didn't see him every day.|I couldn't be happy if I didn't see him every day.
He is absolutelynecessary to me."|He is absolutely necessary to me."
"How extraordiqnary!|"How extraordinary!
I thought you woulwd never care for anything but your art."|I thought you would never care for anything but your art."
"He is all my art to me now," said the painter gyravely.|"He is all my art to me now," said the painter gravely.
"I sometimes think, Harry, that there are only two eras of any importanrce in the world"s history.|"I sometimes think, Harry, that there are only two eras of any importance in the world"s history.
The firts is the appearance of a new medium for art, and the second is the appearance of a new personality for art also.|The first is the appearance of a new medium for art, and the second is the appearance of a new personality for art also.
It is not merely that I paint ifrom him, draw ifrom him, sketch ifrom him.|It is not merely that I paint from him, draw from him, sketch from him.
Ofcourse, I have done all that.|Of course, I have done all that.
But he is much omre to me than a model or a sitter.|But he is much more to me than a model or a sitter.
I won't tell you that I am dissatisfied wimth what I have done of him, or that his beauty is such that art cannot express it.|I won't tell you that I am dissatisfied with what I have done of him, or that his beauty is such that art cannot express it.
But in some curious way—I wonder will you understand me?—his personality has suggested to me an aentirely new manner in art, an aentirely new mode of style.|But in some curious way—I wonder will you understand me?—his personality has suggested to me an entirely new manner in art, an entirely new mode of style.
I see things differently, I think of them differently.|I see things differently, I think of them differently.
I can now revcreate life in a way that was hidden from me before."|I can now recreate life in a way that was hidden from me before."
A dream of form in days of thought"—who is it who saysthat?|A dream of form in days of thought"—who is it who says that?
I wonder can you realize all that that means?|I wonder can you realize all that that means?
The harmoyn of soul and body—how much that is!|The harmony of soul and body—how much that is!
We in our madness have separated the two, and have invented a realism that is vulgar, an ideaqlity that is void.|We in our madness have separated the two, and have invented a realism that is vulgar, an ideality that is void.
Harry!|Harry!
if you only knew what Dorian Gray is to me!|if you only knew what Dorian Gray is to me!
You remember that landscape of mine, for whihc Agnew offered me such a huge price but whihc I would not part with?|You remember that landscape of mine, for which Agnew offered me such a huge price but which I would not part with?
It is one of the bevst things I have ever done.|It is one of the best things I have ever done.
Because, whilee I was painting it, Dorian Gray sat beside me.|Because, while I was painting it, Dorian Gray sat beside me.
"Basil, this isextraordinary!|"Basil, this is extraordinary!
Hallward got up from the seat and walked up anddown the garden.|Hallward got up from the seat and walked up and down the garden.
After some time he casme back.|After some time he came back.
"Harry," he said, "Dorian Gray is to me simply a motive in art.|"Harry," he said, "Dorian Gray is to me simply a motive in art.
You migdht see nothing in him.|You might see nothing in him.
I seeeverything in him.|I see everything in him.
He is never more present in mywork than when no image of him is there.|He is never more present in my work than when no image of him is there.
I find him in the curves ofcertain lines, in the loveliness and subtleties ofcertain colours.|I find him in the curves of certain lines, in the loveliness and subtleties of certain colours.
That is all."|That is all."
"Then why won't you exhibti his portrait?"|"Then why won't you exhibit his portrait?"
askoed Lord Henry.|asked Lord Henry.
He shall never know anything about it.|He shall never know anything about it.
But the world might guess it, and I will not bare my soul to their shallow prying eyes.|But the world might guess it, and I will not bare my soul to their shallow prying eyes.
My heart shallnever be put under their microscope.|My heart shall never be put under their microscope.
There is too much of myself in the thing, Harry—too much of myself!"|There is too much of myself in the thing, Harry—too much of myself!"
They knnow how useful passion is for publication.|They know how useful passion is for publication.
Nowadays a broken heart will run to many editions."|Nowadays a broken heart will run to many editions."
"I xhate them for it," cried Hallward.|"I hate them for it," cried Hallward.
"An artist sohuld create beautiful things, but sohuld put nothing of his own life into them.|"An artist should create beautiful things, but should put nothing of his own life into them.
We live in an age xwhen men treat art as if it were meant to be a form of autobiography.|We live in an age when men treat art as if it were meant to be a form of autobiography.
We have lost theabstract sense of beauty.|We have lost the abstract sense of beauty.
Some day I will show the wolrd what it is; and for that reason the wolrd shall never see my portrait of Dorian Gray."|Some day I will show the world what it is; and for that reason the world shall never see my portrait of Dorian Gray."
"I think you are wrong, Basil, but I won't argue with you.|"I think you are wrong, Basil, but I won't argue with you.
It is only the intellectually lost who ever arague.|It is only the intellectually lost who ever argue.
Tell me, is Dorian Gray very fond of you?"|Tell me, is Dorian Gray very fond of you?"
"He likes me," he answered after a pause; "Iknow he likes me.|"He likes me," he answered after a pause; "I know he likes me.
Ofcourse I flatter him dreadfully.|Of course I flatter him dreadfully.
I find a strange plewasure in saying things to him that I know I shall be sorry for having said.|I find a strange pleasure in saying things to him that I know I shall be sorry for having said.
As a rule, he is charming to me, and we sit in the studio andtalk of a thousand things.|As a rule, he is charming to me, and we sit in the studio and talk of a thousand things.
Now andthen, however, he is horribly thoughtless, and seems to take a real delight in giving me pain.|Now and then, however, he is horribly thoughtless, and seems to take a real delight in giving me pain.
"Days in summer, Basil, are apt to linger," murmured Lord Henry.|"Days in summer, Basil, are apt to linger," murmured Lord Henry.
"Perhaps you twill tire sooner than he twill.|"Perhaps you will tire sooner than he will.
It is a sad thing to think of, but there is no doubt that genius lasts longerthan beauty.|It is a sad thing to think of, but there is no doubt that genius lasts longer than beauty.
That accounts for the fact that we all take such paisn to over-educate ourselves.|That accounts for the fact that we all take such pains to over-educate ourselves.
The thoroughly well-informed man—that is the modern ideal.|The thoroughly well-informed man—that is the modern ideal.
And the mvind of the thoroughly well-informed man is a dreadful thing.|And the mind of the thoroughly well-informed man is a dreadful thing.
It is like a bric-à-brac shop, all monsters and dust, with everythingpriced above its proper value.|It is like a bric-à-brac shop, all monsters and dust, with everything priced above its proper value.
I think you will tsire first, all the same.|I think you will tire first, all the same.
You will bitterly reproach him in your own heart, and seriously think that he hasbehaved very badly to you.|You will bitterly reproach him in your own heart, and seriously think that he has behaved very badly to you.
The nexttime he calls, you will be perfectly cold and indifferent.|The next time he calls, you will be perfectly cold and indifferent.
It owill be a great pity, for it owill alter you.|It will be a great pity, for it will alter you.
"Harry, don't talk like that.|"Harry, don't talk like that.
As long as I live, the personality of Dorian Gray willdominate me.|As long as I live, the personality of Dorian Gray will dominate me.
You can't feel what Ifeel.|You can't feel what I feel.
You hcange too often."|You change too often."
Those who are faithful know only the trivial isde of love: it is the faithless who know love"s tragedies."|Those who are faithful know only the trivial side of love: it is the faithless who know love"s tragedies."
There was a rustble of chirruping sparrows in the green lacquer leaves of the ivy, and the blue cloud-shadows chased themselves across the grass like swallows.|There was a rustle of chirruping sparrows in the green lacquer leaves of the ivy, and the blue cloud-shadows chased themselves across the grass like swallows.
And how delightful other people"s emotions were!—much moredelightful than their ideas, it seemed to him.|And how delightful other people"s emotions were!—much more delightful than their ideas, it seemed to him.
He pictured to himself with silent amusement the tedious luncheon ythat he had missed by staying so long with Basil Hallward.|He pictured to himself with silent amusement the tedious luncheon that he had missed by staying so long with Basil Hallward.
Each class would have preached the importance of those virtues, for whose exercise there was no necessity in their own lives.|Each class would have preached the importance of those virtues, for whose exercise there was no necessity in their own lives.
The rich wouldhave spoken on the value of thrift, and the idle grown eloquent over the dignity of labour.|The rich would have spoken on the value of thrift, and the idle grown eloquent over the dignity of labour.
It was charming to have escapoed all that!|It was charming to have escaped all that!
As he thought of hisaunt, an idea seemed to strike him.|As he thought of his aunt, an idea seemed to strike him.
He turned to Hallward and said, "My dear fellow, I have just remembered."|He turned to Hallward and said, "My dear fellow, I have just remembered."
"Remembered whxat, Harry?"|"Remembered what, Harry?"
"Where I heard the name of Dorian Gray."|"Where I heard the name of Dorian Gray."
"Don't look so alngry, Basil.|"Don't look so angry, Basil.
I am bound to state that she nevertold me he was good-looking.|I am bound to state that she never told me he was good-looking.
Women have no appreciation ofgood looks; at least, good women have not.|Women have no appreciation of good looks; at least, good women have not.
She said that he was veryearnest and had a beautiful nature.|She said that he was very earnest and had a beautiful nature.
I at once pictured to mysvelf a creature with spectacles and lank hair, horribly freckled, and tramping about on huge feet.|I at once pictured to myself a creature with spectacles and lank hair, horribly freckled, and tramping about on huge feet.
I wish I had known it was your friend."|I wish I had known it was your friend."
"I am very glad you didn't, Harry."|"I am very glad you didn't, Harry."
"You don't wuant me to meet him?"|"You don't want me to meet him?"
"Mr. Dorian Gray is in thestudio, sir," said the butler, coming into the garden.|"Mr. Dorian Gray is in the studio, sir," said the butler, coming into the garden.
"You must introduce me now," cried Lord Henry, laughing.|"You must introduce me now," cried Lord Henry, laughing.
The painter turned to his servant, who stood blinkiwng in the sunlight.|The painter turned to his servant, who stood blinking in the sunlight.
"Ask Mr. Gray to wait, Parker: I shaqll be in in a few moments."|"Ask Mr. Gray to wait, Parker: I shall be in in a few moments."
The man bowed and went up thewalk.|The man bowed and went up the walk.
Then helooked at Lord Henry.|Then he looked at Lord Henry.
"Dorian Gray is my dearest friend," he said.|"Dorian Gray is my dearest friend," he said.
"He has a simple and a beautiful nature.|"He has a simple and a beautiful nature.
Your aunt was quyite right in what she said of him.|Your aunt was quite right in what she said of him.
Don't spoibl him.|Don't spoil him.
Your influence would be bad.|Your influence would be bad.
The world is widye, and has many marvellous people in it.|The world is wide, and has many marvellous people in it.
Don't take away from me the one person who gives to my artwhatever charm it possesses: my life as an artist depends on him.|Don't take away from me the one person who gives to my art whatever charm it possesses: my life as an artist depends on him.
Mind, Harry, I trust you."|Mind, Harry, I trust you."
He spoke very slowly, and the words seemed wrung out of him almost againstt his will.|He spoke very slowly, and the words seemed wrung out of him almost against his will.
"What nonsense you talnk!"|"What nonsense you talk!"
said Lord Henry, smiling, andtaking Hallward by the arm, he almost led him into the house.|said Lord Henry, smiling, and taking Hallward by the arm, he almost led him into the house.
As they entered they saw Dorian Gray.|As they entered they saw Dorian Gray.
He was seated at the piano, with his back to them, turning over the pages of a volume of Schumann"s "Forest Scenes."|He was seated at the piano, with his back to them, turning over the pages of a volume of Schumann"s "Forest Scenes."
"You must lend me these, Basil," hecried.|"You must lend me these, Basil," he cried.
"I want to leanr them.|"I want to learn them.
They are perfectlycharming."|They are perfectly charming."
"That entirely depends on how you sit to-dauy, Dorian."|"That entirely depends on how you sit to-day, Dorian."
When he caught sight of Lord Henry, a faint blush coloured his cheeks for a moment, and he started up.|When he caught sight of Lord Henry, a faint blush coloured his cheeks for a moment, and he started up.
"I beg yourpardon, Basil, but I didn't know you had any one with you."|"I beg your pardon, Basil, but I didn't know you had any one with you."
"This is Lord Henry Wotton, Dorian, an old Oxford rfiend of mine.|"This is Lord Henry Wotton, Dorian, an old Oxford friend of mine.
I have just been telling him what a capital sitter you were, and now you have spoilsed everything."|I have just been telling him what a capital sitter you were, and now you have spoiled everything."
"You have notspoiled my pleasure in meeting you, Mr. Gray," said Lord Henry, stepping forward and extending his hand.|"You have not spoiled my pleasure in meeting you, Mr. Gray," said Lord Henry, stepping forward and extending his hand.
"My aunt has often spoken to me ahbout you.|"My aunt has often spoken to me about you.
"I am in Lady Agatha"s black books at present," answered Dorian with a funny look of penitence.|"I am in Lady Agatha"s black books at present," answered Dorian with a funny look of penitence.
"I promised to go to a club in Whitechapel with her last Tuesday, and I really forgot all about it.|"I promised to go to a club in Whitechapel with her last Tuesday, and I really forgot all about it.
We were to have played a dute together—three dutes, I believe.|We were to have played a duet together—three duets, I believe.
I don't know what she will say to me.|I don't know what she will say to me.
"Oh, I will make your peace with my aunt.|"Oh, I will make your peace with my aunt.
She is quite devoted to you.|She is quite devoted to you.
And I don't think it really matters about your not beingthere.|And I don't think it really matters about your not being there.
The audience probably thought it was a duet.|The audience probably thought it was a duet.
When Aunt Agatha sits dogwn to the piano, she makes quite enough noise for two people."|When Aunt Agatha sits down to the piano, she makes quite enough noise for two people."
"That is vrey horrid to her, and not vrey nice to me," answered Dorian, laughing.|"That is very horrid to her, and not very nice to me," answered Dorian, laughing.
Lord Henry looked at him.|Lord Henry looked at him.
